token_f1,rouge_l,bleu,groundedness,context_utilisation,keyword_coverage,abstained,query_id,query,has_reference,question_type,difficulty,_prediction,_reference,bert_f1,precision@1,recall@1,ndcg@1,precision@3,recall@3,ndcg@3,precision@5,recall@5,ndcg@5,mrr,hit@1
0.22222222222222224,0.14814814814814817,0.02514504462970004,,,0.14285714285714285,False,EXAM_001,"In a dependency analysis (Universal Dependencies style, where a noun heads its prepositional phrase), if a prepositional phrase modifies a noun rather than the verb, what dependency relation connects that noun to the noun inside the prepositional phrase?",True,conceptual,medium,The dependency relation connecting a noun to the noun inside the prepositional phrase is a prepositional phrase.,"It is nmod (nominal modifier): when the phrase describes the noun rather than the action, the inner noun attaches to the modified noun as a nominal modifier, not as a verbal dependent.",0.861384928226471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.2,0.00540083937315253,,,0.2857142857142857,False,EXAM_002,"In a dependency parse, what is the root (head) of a simple declarative sentence, and what relation connects the subject to it?",True,conceptual,easy,The root (head) of a simple declarative sentence is the subject.,"The main verb is the root of the sentence, and the subject attaches to it directly as an nsubj (nominal subject) dependent. Other arguments and modifiers also hang off the verb as its dependents, so the verb is the single node from which the rest of the structure descends.",0.8644945025444031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4571428571428572,0.4,0.08810877366796963,,,0.2,False,EXAM_003,How is the observed agreement between two annotators computed when they each assign a category label to the same set of items?,True,conceptual,easy,The observed agreement between two annotators is computed by comparing the labels assigned by each annotator to the same set of items. This is typically done by counting the number of items that are assigned the same label by both annotators.,Observed agreement is the proportion of items on which the two annotators assign the same label: count the items they agree on and divide by the total number of items.,0.9077869653701782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12389380530973453,0.08849557522123892,0.01732787399162803,,,0.42857142857142855,False,EXAM_004,"In Cohen's Kappa, what is expected (chance) agreement and how is it computed from each annotator's label distribution?",True,conceptual,medium,"Cohen's Kappa is a measure of the agreement between two annotators' labels. It is expected (chance) agreement when the annotators are independent and the labels are mutually exclusive.

The expected agreement is calculated as:

Expected Agreement = (Number of Correct Labels + Number of Incorrect Labels) / (Number of Annotations + Number of Annotations)

Where:

- Number of Correct Labels is the number of labels assigned by one annotator that are correct.
- Number of Incorrect Labels is the number of labels assigned by one annotator that are incorrect.
- Number of Annotations is the total number of annotations made by one annotator.

For example, if an annotator assigns 10 correct labels and 10 incorrect labels, and another annotator assigns 10 correct labels and 10 incorrect labels, the expected agreement would be:

Expected Agreement = (10 + 10) / (10 + 10) = 20 / 20 = 1

This means that the annotators are expected to agree 100% of the time.","Expected agreement is the probability the two annotators would agree purely by chance. It is computed by taking, for each category, the product of the two annotators' marginal proportions for that category, and summing those products across all categories.",0.8318072557449341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.411764705882353,0.411764705882353,0.04820603519876006,,,0.5,False,EXAM_005,How is Cohen's Kappa computed from observed agreement and expected agreement?,True,conceptual,easy,"Cohen's Kappa is computed as the ratio of the observed agreement to the expected agreement, divided by the expected agreement.","Kappa = (observed agreement - expected agreement) / (1 - expected agreement). It rescales the observed agreement by removing the agreement expected by chance, so 1 means perfect agreement and 0 means chance-level agreement.",0.879289984703064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22,0.14,0.016428869258250652,,,0.4,False,EXAM_006,"What problem does inverse document frequency (IDF) solve in document representation, and what kind of term does it favour?",True,conceptual,medium,"The inverse document frequency (IDF) solves the problem of document representation by providing a measure of how much a given term is likely to appear in a document. It is a measure of the rarity of a term in a collection of documents, and it is used to determine the importance of a term in a document.

The term IDF favours terms that are rare in a collection of documents, as they are more likely to appear in a document. This is because the IDF value is calculated based on the frequency of a term in a collection of documents, and the more rare a term is, the more it will contribute to the IDF value.","Raw term frequency alone rewards whatever occurs most often, which is dominated by function words and other terms that appear across the whole collection and therefore say nothing about what distinguishes one document from another. IDF fixes this by weighting each term according to how few documents it appears in, so terms concentrated in a small number of documents carry more weight than terms spread across all of them. The effect is that a document's representation is driven by its discriminative vocabulary rather than by its most common words.",0.853858232498169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38596491228070173,0.2982456140350877,0.14466760898073072,,,0.5,False,EXAM_007,"Using idf(t)=log10(N/df(t)) with raw term frequency tf, how do you compute the tf-idf weight of a term in a document, and what does each part contribute?",True,conceptual,easy,"The tf-idf weight of a term in a document is computed using the following formula:

tf-idf(t) = idf(t) * tf(t)

where:

- tf(t) is the raw term frequency of the term in the document, i.e., the number of times the term appears in the document.
- idf(t) is the inverse document frequency of the term, i.e., the number of times the term appears in all documents in the corpus.

The idf weight contributes to the tf-idf weight in the following way:

tf-idf(t) = idf(t) * tf(t)

The idf weight is calculated as:

idf(t) = log10(N/df(t))

where:

- N is the total number of documents in the corpus.
- df(t) is the document frequency of the term, i.e., the number of documents that contain the term.

The idf weight contributes to the tf-idf weight in the following way:

tf-idf(t) = idf(t","tf-idf = tf * idf(t) = tf * log10(N/df(t)), where N is the total number of documents and df(t) is the number of documents containing the term. The tf part rewards terms that occur often in the document; the idf part discounts terms that occur in many documents, so a term that is frequent in this document but rare across the collection gets the highest weight.",0.8692324757575989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3214285714285714,0.21428571428571427,0.04598572920622714,,,0.2857142857142857,False,EXAM_008,"When computing tf-idf with idf(t)=log10(N/df(t)), why does a term that appears in more of the documents receive a smaller idf, and therefore a smaller tf-idf weight?",True,conceptual,medium,"The term that appears in more of the documents receives a smaller idf, and therefore a smaller tf-idf weight. This is because the tf-idf weight is calculated based on the frequency of the term in the documents, and the term that appears more frequently in the documents is given more weight in the calculation.","Because df(t) grows as the term appears in more documents, the ratio N/df(t) shrinks toward 1, and log10 of a value near 1 is near 0. So a term occurring in most documents has a small idf and contributes little discriminative weight, even if its raw frequency is high.",0.8636023998260498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22033898305084745,0.15254237288135591,0.041682955650511735,,,0.3333333333333333,False,EXAM_009,"In the document-word (bag-of-words) matrix used to represent a corpus, what do the rows and columns correspond to, and how is a single document represented as a vector?",True,conceptual,easy,"The rows and columns of a document-word (bag-of-words) matrix represent the documents themselves, while the columns represent the words in those documents. Each row in the matrix is a unique document, and each column is a unique word in that document.

A single document is represented as a vector in the matrix by assigning a weight to each word in the document. The weight is typically a value between 0 and 1, where a higher weight indicates that the word is more important in the document. The weight is calculated based on the frequency of the word in the document, with higher frequencies assigned a higher weight.

For example, if we have a document with the words ""apple"", ""banana"", and ""orange"", and we assign a weight of 0.5 to ""apple"", 0.2 to ""banana"", and 0.3 to ""orange"", the resulting vector would be:

[0.5, 0.2, 0.3]

This vector represents the document as a weighted average of the words in the document.","The matrix X is |D| x |V|: the rows are the documents in the corpus and the columns are the vocabulary words, and each cell counts how many times that word appears in that document. A document is therefore represented by its row, i.e. its counts over the whole vocabulary, and a word by its column, i.e. its counts across all the documents.",0.8491877913475037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06451612903225806,0.04838709677419355,0.006045586379586346,,,0.14285714285714285,False,EXAM_010,What are the disadvantages of using count-based vectors to represent word meanings?,True,conceptual,medium,"The disadvantages of using count-based vectors to represent word meanings are:

1. **Overfitting**: Count-based vectors can be prone to overfitting, especially when dealing with large datasets. This occurs when the model is too closely tied to the training data and fails to generalize well to new, unseen data.

2. **Lack of interpretability**: Count-based vectors are not easily interpretable, making it difficult to understand the meaning of the words they represent. This can be problematic in applications where understanding the meaning of words is crucial, such as in natural language processing or machine learning.

3. **Limited dimensionality**: Count-based vectors have a limited number of dimensions, which can make it difficult to represent complex relationships between words. This can lead to difficulties in modeling and analyzing large datasets.

4. **Difficulty in handling rare words**: Count-based vectors are not well-suited for handling rare words, which can lead to a loss of information and a decrease in model performance.

5. **Limited scalability**: Count-based vectors are not well-suited for handling large datasets, as they can become computationally expensive to train and maintain.

6. **Limited ability to capture nuances**: Count-based vectors are not","They are high-dimensional and sparse, which makes them hard to use effectively in machine learning, and they do not capture how a word's meaning changes across different contexts (no sense or context sensitivity).",0.8430027961730957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
