token_f1,rouge_l,bleu,groundedness,context_utilisation,keyword_coverage,abstained,query_id,query,has_reference,question_type,difficulty,_prediction,_reference,bert_f1,precision@1,recall@1,ndcg@1,precision@3,recall@3,ndcg@3,precision@5,recall@5,ndcg@5,mrr,hit@1
0.15384615384615383,0.07692307692307691,0.023464782325471608,,,0.14285714285714285,False,EXAM_001,"In a dependency analysis (Universal Dependencies style, where a noun heads its prepositional phrase), if a prepositional phrase modifies a noun rather than the verb, what dependency relation connects that noun to the noun inside the prepositional phrase?",True,conceptual,medium,"The dependency relation connecting the noun ""it"" in a prepositional phrase modifying ""the cat"" is ""auxiliary.""","It is nmod (nominal modifier): when the phrase describes the noun rather than the action, the inner noun attaches to the modified noun as a nominal modifier, not as a verbal dependent.",0.8582062721252441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22222222222222224,0.13333333333333333,0.026920588143186618,,,0.5714285714285714,False,EXAM_002,"In a dependency parse, what is the root (head) of a simple declarative sentence, and what relation connects the subject to it?",True,conceptual,easy,"The root (head) of a simple declarative sentence in a dependency parse is typically the main verb or noun that initiates the clause. This relationship connects the subject to its predicate, indicating the action or state being described.","The main verb is the root of the sentence, and the subject attaches to it directly as an nsubj (nominal subject) dependent. Other arguments and modifiers also hang off the verb as its dependents, so the verb is the single node from which the rest of the structure descends.",0.8613156676292419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14736842105263157,0.14736842105263157,0.006343320322286833,,,0.2,False,EXAM_003,How is the observed agreement between two annotators computed when they each assign a category label to the same set of items?,True,conceptual,easy,"The observed agreement between two annotators can be computed using several methods depending on the nature of the categories being annotated. For example:

1. **Precision**: This measures the fraction of times that both annotators agree on the correct category. It's calculated as:
   \[
   \text{Precision} = \frac{\text{Number of times both annotators agreed}}{\text{Total number of pairs of annotations}}
   \]

2. **Recall**: This measures the fraction of times that both annotators correctly identified the correct category. It's calculated as:
   \[
   \text{Recall} = \frac{\text{Number of times both annotators agreed}}{\text{Total number of pairs of annotations}}
   \]

3. **F-measure (Coefficient of Concordance)**: This combines precision and recall into a single metric. It's calculated as:
   \[
   F_{\text{measures}} = 2 \times \left( \frac{\text{Precision} \times \text{Recall}}{\text{Precision} + \text{Recall}} \right)
   \]
   where Precision = Recall.

4. **Kappa Coefficient**: This measure assesses the degree of agreement between",Observed agreement is the proportion of items on which the two annotators assign the same label: count the items they agree on and divide by the total number of items.,0.8080289363861084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3111111111111111,0.26666666666666666,0.033290041755649556,,,0.2857142857142857,False,EXAM_004,"In Cohen's Kappa, what is expected (chance) agreement and how is it computed from each annotator's label distribution?",True,conceptual,medium,"The expected (chance) agreement in Cohen's Kappa is typically 0.5, indicating that there is a perfect match between the two raters' classifications. This computation involves calculating the proportion of times both annotators agree across all items.","Expected agreement is the probability the two annotators would agree purely by chance. It is computed by taking, for each category, the product of the two annotators' marginal proportions for that category, and summing those products across all categories.",0.884272038936615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23529411764705882,0.23529411764705882,0.09056656620836416,,,0.5,False,EXAM_005,How is Cohen's Kappa computed from observed agreement and expected agreement?,True,conceptual,easy,Cohen's Kappa is calculated by dividing the number of correct pairwise comparisons (observed agreement) by the total number of pairwise comparisons (expected agreement). This ratio provides a measure of agreement between two raters based on their ability to distinguish between categories.,"Kappa = (observed agreement - expected agreement) / (1 - expected agreement). It rescales the observed agreement by removing the agreement expected by chance, so 1 means perfect agreement and 0 means chance-level agreement.",0.8549606800079346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2653061224489796,0.14285714285714285,0.04385826155192417,,,0.2,False,EXAM_006,"What problem does inverse document frequency (IDF) solve in document representation, and what kind of term does it favour?",True,conceptual,medium,"Inverse document frequency (IDF) is used to measure the importance of terms in a collection of documents. It helps in determining the relative frequency of each term across different documents, which is crucial for understanding the relevance of terms within a corpus. IDF favours terms that appear frequently together in the same document, as they contribute significantly to the overall term density. This makes it particularly useful for summarizing text data by reducing its complexity while preserving the core meaning.","Raw term frequency alone rewards whatever occurs most often, which is dominated by function words and other terms that appear across the whole collection and therefore say nothing about what distinguishes one document from another. IDF fixes this by weighting each term according to how few documents it appears in, so terms concentrated in a small number of documents carry more weight than terms spread across all of them. The effect is that a document's representation is driven by its discriminative vocabulary rather than by its most common words.",0.8570910096168518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31081081081081086,0.1891891891891892,0.03432010639241173,,,0.5,False,EXAM_007,"Using idf(t)=log10(N/df(t)) with raw term frequency tf, how do you compute the tf-idf weight of a term in a document, and what does each part contribute?",True,conceptual,easy,"To calculate the Term Frequency-Inverse Document Frequency (TF-IDF) weight of a term in a document, follow these steps:

1. **Calculate Raw Term Frequency (tf)**:
   - For each word in the document, count how many times it appears as a separate term.
   - Sum up these counts to get the total number of occurrences of that word across all documents.

2. **Compute Inverse Document Frequency (idf)**:
   - For each term, divide its raw TF by the total number of documents (N).
   - This gives the inverse of how often the term occurs in all documents combined.

3. **Combine Terms**:
   - Multiply the raw TF by the inverse IDF to obtain the TF-IDF score for each term.

### Example Calculation

Suppose we have a document containing 50 words, where the first word is ""The"" and the second word is ""is"".

#### Step 1: Calculate Raw Term Frequency (tf)
- Words like ""The"", ""is"", etc., appear once.
- Total occurrences = 1 + 1 + 1 + 1 + 1 = 5.

#### Step 2: Compute Inverse Document Frequency (idf)
- Each word appears 5 times across all documents","tf-idf = tf * idf(t) = tf * log10(N/df(t)), where N is the total number of documents and df(t) is the number of documents containing the term. The tf part rewards terms that occur often in the document; the idf part discounts terms that occur in many documents, so a term that is frequent in this document but rare across the collection gets the highest weight.",0.8201658129692078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26190476190476186,0.16666666666666666,0.02789565152518847,,,0.5714285714285714,False,EXAM_008,"When computing tf-idf with idf(t)=log10(N/df(t)), why does a term that appears in more of the documents receive a smaller idf, and therefore a smaller tf-idf weight?",True,conceptual,medium,"In the context of calculating Term Frequency-Inverse Document Frequency (TF-IDF), where \( \text{idf}(t) = \log_{10}(\frac{\text{N}}{\text{df}(t)}) \), a term that appears frequently in many documents will generally receive a lower IDF score due to its less significant impact on the overall document frequency. Consequently, it will contribute fewer terms to the TF-IDF calculation, resulting in a smaller weighted TF-IDF value. This is because the inverse of the IDF is used to normalize the weights, making higher IDF values correspond to documents with more frequent occurrences.","Because df(t) grows as the term appears in more documents, the ratio N/df(t) shrinks toward 1, and log10 of a value near 1 is near 0. So a term occurring in most documents has a small idf and contributes little discriminative weight, even if its raw frequency is high.",0.8418991565704346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26666666666666666,0.19999999999999998,0.04449253441845192,,,0.16666666666666666,False,EXAM_009,"In the document-word (bag-of-words) matrix used to represent a corpus, what do the rows and columns correspond to, and how is a single document represented as a vector?",True,conceptual,easy,"The rows in the bag-of-words matrix represent individual words or phrases within the corpus, while the columns denote different features or attributes associated with each word. A single document can thus be represented as a vector where each entry corresponds to the frequency of occurrence of that particular word or phrase across all documents in the corpus. This representation allows for efficient retrieval and analysis of text data using techniques such as TF-IDF (Term Frequency-Inverse Document Frequency), which takes into account the relative importance of words based on their distribution across the entire corpus.","The matrix X is |D| x |V|: the rows are the documents in the corpus and the columns are the vocabulary words, and each cell counts how many times that word appears in that document. A document is therefore represented by its row, i.e. its counts over the whole vocabulary, and a word by its column, i.e. its counts across all the documents.",0.8691158890724182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10144927536231885,0.04347826086956522,0.006216051453075229,,,0.14285714285714285,False,EXAM_010,What are the disadvantages of using count-based vectors to represent word meanings?,True,conceptual,medium,"Count-based vectors, such as those used in natural language processing (NLP), can suffer from several limitations when representing word meanings:

1. **Limited Vocabulary Coverage**: Count vectors typically capture the frequency of words but may miss out on nuances and context that are crucial for understanding the meaning behind specific words.

2. **Overfitting**: Using too many features (words) in a vector space can lead to overfitting, where the model becomes too specialized to generalization tasks beyond the training data it was trained on.

3. **Noise and Noise Reduction**: Count vectors inherently contain noise due to their binary nature, which can reduce the effectiveness of certain types of machine learning algorithms like neural networks.

4. **Contextual Understanding**: In some cases, the interpretation of words is influenced by contextual factors beyond just their count values. For example, synonyms might have different meanings depending on the surrounding text.

5. **Complexity in Word Representation**: Count vectors often rely on simple counting methods, which can become cumbersome and less efficient for complex linguistic phenomena.

These drawbacks highlight the importance of employing more sophisticated approaches and techniques in NLP to effectively represent and analyze word meanings accurately.","They are high-dimensional and sparse, which makes them hard to use effectively in machine learning, and they do not capture how a word's meaning changes across different contexts (no sense or context sensitivity).",0.8486296534538269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1111111111111111,0.1111111111111111,0.004551714354947865,,,0.4,False,EXAM_011,"In a named entity recognition task using the BIO tagging scheme to detect a given number of named-entity categories, how many tag classes are there in total?",True,conceptual,easy,There is only one tag class in total for named entity recognition tasks using the BIO tagging scheme.,"For k categories there are 2k + 1 tags: a B- (begin) and an I- (inside) tag for each of the k categories, plus a single O tag for tokens that are not part of any entity. (For example, 10 categories give 21 tags.)",0.8470115661621094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2595419847328244,0.19847328244274812,0.01586551575269958,,,0.5,False,EXAM_013,"According to the traditional symbolic approach to representing word meaning (e.g. WordNet), which explicit lexical relations are used, and what are the stated properties of meaning under this approach?",True,conceptual,easy,"In the traditional symbolic approach to representing word meaning, explicit lexical relations are primarily used to establish relationships between words that can be represented by their meanings. These relations include:

1. **Syntactic Relations**: These refer to the grammatical structure of words in a sentence. For example:
   - **Subject-Predicate Structure**: ""The cat chased the mouse.""
     - Subject: ""The cat""
     - Predicate: ""chased the mouse""

2. **Semantic Relations**: These relate the meanings of words directly without reference to syntactic structures. Examples include:
   - **Synonymy**: Words that have similar meanings but different forms.
   - **Antonymy**: Words that have opposite meanings.
   - **Hypernymy**: A relationship where a term is a type of another term.
   - **Hyponymy**: A relationship where a term is a subcategory of another term.

3. **Denotative Relations**: These describe the literal meaning of a word without considering its context. Examples include:
   - **Meaning**: The actual meaning of a word as it appears in a text or speech.
   - **Connotation**: The emotional or intellectual quality associated with a word.

Under this approach, the properties of meaning are defined through the following","WordNet represents meaning through explicit symbolic relations between words, specifically synonymy (words with the same meaning) and hypernymy, which links a word to a more general category (for example dog to animal). Under this approach meaning is discrete, manually defined, and relational rather than learned from data.",0.8387443423271179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
