token_f1,rouge_l,bleu,groundedness,context_utilisation,keyword_coverage,abstained,query_id,query,has_reference,question_type,difficulty,_prediction,_reference,bert_f1,precision@1,recall@1,ndcg@1,precision@3,recall@3,ndcg@3,precision@5,recall@5,ndcg@5,mrr,hit@1
0.27777777777777773,0.27777777777777773,0.10508106635796581,,,0.2857142857142857,False,EXAM_001,"In a dependency analysis (Universal Dependencies style, where a noun heads its prepositional phrase), if a prepositional phrase modifies a noun rather than the verb, what dependency relation connects that noun to the noun inside the prepositional phrase?",True,conceptual,medium,"In a Universal Dependencies style, if a prepositional phrase modifies a noun rather than the verb, the dependency relation connecting the noun to the noun inside the prepositional phrase is a ""dative"" relation.","It is nmod (nominal modifier): when the phrase describes the noun rather than the action, the inner noun attaches to the modified noun as a nominal modifier, not as a verbal dependent.",0.8788774609565735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1694915254237288,0.1694915254237288,0.04591422733154794,,,0.2857142857142857,False,EXAM_002,"In a dependency parse, what is the root (head) of a simple declarative sentence, and what relation connects the subject to it?",True,conceptual,easy,"In a dependency parse, the root of a simple declarative sentence is the noun phrase that functions as the subject. This noun phrase is typically marked as the subject of the sentence using a specific grammatical marker, such as the definite article ""the"" or the pronoun ""it"". The relation connecting the subject to the sentence is a subject-verb agreement, where the verb agrees in number (singular or plural) with the subject.","The main verb is the root of the sentence, and the subject attaches to it directly as an nsubj (nominal subject) dependent. Other arguments and modifiers also hang off the verb as its dependents, so the verb is the single node from which the rest of the structure descends.",0.851963996887207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22499999999999998,0.2,0.051576250525627865,,,0.2,False,EXAM_003,How is the observed agreement between two annotators computed when they each assign a category label to the same set of items?,True,conceptual,easy,"The observed agreement between two annotators is computed by calculating the percentage of items that are correctly classified by both annotators. This is typically done by comparing the annotations made by each annotator and counting the number of items that are correctly matched.

The agreement is then calculated by dividing the number of correctly matched items by the total number of items annotated by each annotator, and multiplying by 100 to get a percentage. This percentage is often referred to as the agreement coefficient or agreement rate.

For example, if Annotator A correctly labels 80% of the items and Annotator B correctly labels 85% of the items, the agreement coefficient would be (80 + 85) / 2 = 82.5%.",Observed agreement is the proportion of items on which the two annotators assign the same label: count the items they agree on and divide by the total number of items.,0.8741720914840698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14285714285714288,0.125,0.027756814599535485,,,0.2857142857142857,False,EXAM_004,"In Cohen's Kappa, what is expected (chance) agreement and how is it computed from each annotator's label distribution?",True,conceptual,medium,"In Cohen's Kappa, the expected (chance) agreement is the maximum possible agreement between two annotators, assuming that each annotator's label distribution is independent and identically distributed (i.i.d.). It is computed as the maximum possible number of agreements between any two annotators, divided by the total number of possible pairs of annotators.

The formula for Cohen's Kappa is:

Kappa = 1 - (p(0,1) + p(1,0) - p(0,0)) / (p(0,0) + p(1,1) - p(0,1) - p(1,0))

where p(0,1), p(1,0), p(0,0), p(1,1) are the probabilities of agreement, disagreement, and no agreement, respectively, between any two annotators.

In other words, Cohen's Kappa measures the proportion of agreements that are not coincidental, relative to the total number of possible agreements.","Expected agreement is the probability the two annotators would agree purely by chance. It is computed by taking, for each category, the product of the two annotators' marginal proportions for that category, and summing those products across all categories.",0.8299065232276917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2741935483870968,0.25806451612903225,0.027443600988305825,,,0.5,False,EXAM_005,How is Cohen's Kappa computed from observed agreement and expected agreement?,True,conceptual,easy,"Cohen's Kappa is computed as the ratio of the observed agreement to the expected agreement, where observed agreement is the proportion of correctly classified pairs and expected agreement is the proportion of pairs that would be classified correctly based on the null hypothesis of no agreement.

The formula for Cohen's Kappa is:

Kappa = (O/E) - (O - E)

where O is the observed agreement and E is the expected agreement.

The expected agreement is calculated as the proportion of pairs that would be classified correctly based on the null hypothesis of no agreement. This is typically done using the following formula:

E = (1 - (1 - r)^2) / 2

where r is the correlation coefficient between the observed agreement and the expected agreement.

The observed agreement is then calculated as the proportion of correctly classified pairs, which can be done using various methods such as pairwise comparison or clustering analysis.

Cohen's Kappa ranges from 0 (no agreement) to 1 (perfect agreement). A value of 0 indicates no agreement, while a value of 1 indicates perfect agreement.","Kappa = (observed agreement - expected agreement) / (1 - expected agreement). It rescales the observed agreement by removing the agreement expected by chance, so 1 means perfect agreement and 0 means chance-level agreement.",0.8471815586090088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3272727272727273,0.16363636363636366,0.019872946386889107,,,0.4,False,EXAM_006,"What problem does inverse document frequency (IDF) solve in document representation, and what kind of term does it favour?",True,conceptual,medium,"Inverse document frequency (IDF) is used to calculate the importance of terms in a document representation, specifically to determine the weight of each term in the document. It favors terms that are less common across all documents in a given corpus, as these terms are more representative of the overall vocabulary and less likely to be irrelevant to the document's meaning.

In other words, IDF helps to normalize the importance of terms by taking into account the rarity of each term across the entire corpus, rather than relying solely on the term's frequency within a single document. This allows for a more accurate representation of the document's content and relevance.","Raw term frequency alone rewards whatever occurs most often, which is dominated by function words and other terms that appear across the whole collection and therefore say nothing about what distinguishes one document from another. IDF fixes this by weighting each term according to how few documents it appears in, so terms concentrated in a small number of documents carry more weight than terms spread across all of them. The effect is that a document's representation is driven by its discriminative vocabulary rather than by its most common words.",0.8645215630531311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.33999999999999997,0.19938460489026053,,,0.3333333333333333,False,EXAM_007,"Using idf(t)=log10(N/df(t)) with raw term frequency tf, how do you compute the tf-idf weight of a term in a document, and what does each part contribute?",True,conceptual,easy,"The tf-idf weight of a term in a document is computed as follows:

tf-idf = Idf(t) * log10(N / df(t))

Where:

- Idf(t) is the IDF (Inverse Document Frequency) of the term t, which is the logarithm of the number of documents in the corpus divided by the number of documents containing the term.
- N is the total number of documents in the corpus.
- df(t) is the document frequency of the term t, which is the number of documents containing the term divided by the total number of documents in the corpus.

The tf-idf weight contributes to the term's importance in the document by taking into account its rarity in the corpus (idf) and its relevance to the document (log10(N / df(t))).","tf-idf = tf * idf(t) = tf * log10(N/df(t)), where N is the total number of documents and df(t) is the number of documents containing the term. The tf part rewards terms that occur often in the document; the idf part discounts terms that occur in many documents, so a term that is frequent in this document but rare across the collection gets the highest weight.",0.8709748983383179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2647058823529412,0.2058823529411765,0.1491751285794938,,,0.2857142857142857,False,EXAM_008,"When computing tf-idf with idf(t)=log10(N/df(t)), why does a term that appears in more of the documents receive a smaller idf, and therefore a smaller tf-idf weight?",True,conceptual,medium,"A term that appears in more documents receives a smaller IDF because the IDF formula is based on the logarithm of the number of documents in the training set divided by the number of terms in the vocabulary. When a term appears in more documents, the denominator (N/df(t)) increases, causing the IDF to decrease. This is because the logarithm of a larger number is smaller than the logarithm of a smaller number.","Because df(t) grows as the term appears in more documents, the ratio N/df(t) shrinks toward 1, and log10 of a value near 1 is near 0. So a term occurring in most documents has a small idf and contributes little discriminative weight, even if its raw frequency is high.",0.8545674085617065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32,0.29333333333333333,0.024123456257719274,,,0.16666666666666666,False,EXAM_009,"In the document-word (bag-of-words) matrix used to represent a corpus, what do the rows and columns correspond to, and how is a single document represented as a vector?",True,conceptual,easy,"In the document-word (bag-of-words) matrix used to represent a corpus, rows correspond to documents and columns correspond to words. Each cell in the matrix represents the presence or absence of a particular word in a document, with a value of 1 indicating the word is present and a value of 0 indicating it is not. A single document is represented as a vector, where each element in the vector corresponds to a word in the document, with the element at the i-th position representing the word i.","The matrix X is |D| x |V|: the rows are the documents in the corpus and the columns are the vocabulary words, and each cell counts how many times that word appears in that document. A document is therefore represented by its row, i.e. its counts over the whole vocabulary, and a word by its column, i.e. its counts across all the documents.",0.868548572063446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.045454545454545456,0.045454545454545456,0.009932610487640667,,,0.14285714285714285,False,EXAM_010,What are the disadvantages of using count-based vectors to represent word meanings?,True,conceptual,medium,"Count-based vectors, such as TF-IDF (Term Frequency-Inverse Document Frequency) or BM25 (Bloom's Similarity Measure), are commonly used in natural language processing (NLP) to represent word meanings in large corpora. However, they have several disadvantages:

1. Lack of semantic information: Count-based vectors do not capture the semantic meaning of words, which can lead to poor performance in tasks that require understanding the context and relationships between words, such as question answering, sentiment analysis, or text classification.

2. Over-reliance on word frequencies: The values in count-based vectors are heavily influenced by the frequency of words in the corpus, which can be misleading if the corpus is biased or if the words are not representative of the domain.

3. Inability to capture nuances: Count-based vectors do not account for nuances in language, such as idioms, sarcasm, or figurative language, which can be difficult to capture using simple word frequencies.

4. Limited handling of out-of-vocabulary words: Count-based vectors can struggle with words that are not present in the corpus, leading to errors or missing information.

5. Difficulty in handling synonyms and related words: Count-based vectors do not differentiate between synonyms or related words, which can lead to poor performance","They are high-dimensional and sparse, which makes them hard to use effectively in machine learning, and they do not capture how a word's meaning changes across different contexts (no sense or context sensitivity).",0.8448745012283325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
