query_id,token_f1,rouge_l,groundedness,context_utilisation,keyword_coverage,abstained,bert_f1,recall,ndcg,gold_density,mrr,hit@1,n_chunks,tokens,budget_fill
EXAM_001,0.23529411764705882,0.17647058823529413,0.8823529411764706,0.6111111111111112,0.14285714285714285,False,0.8355666995048523,0.5,0.22206143322439892,0.04996577686516085,0.125,0.0,18,1461,0.974
EXAM_002,0.23529411764705882,0.23529411764705882,0.7,0.05,0.14285714285714285,False,0.8669825792312622,1.0,0.5673787056415214,0.09200805910006717,0.5,0.0,20,1489,0.9926666666666667
EXAM_003,0.2807017543859649,0.2456140350877193,0.7142857142857143,0.3333333333333333,0.4,False,0.844839334487915,1.0,1.0,0.04420289855072464,1.0,1.0,18,1380,0.92
EXAM_004,0.14432989690721648,0.06185567010309278,0.8421052631578947,0.6,0.42857142857142855,False,0.8377294540405273,1.0,0.5,0.07735191637630662,0.3333333333333333,0.0,15,1435,0.9566666666666667
EXAM_005,0.4827586206896552,0.41379310344827586,0.9411764705882353,0.5384615384615384,0.5,False,0.8678491711616516,1.0,0.6309297535714574,0.05486968449931413,0.5,0.0,13,1458,0.972
EXAM_006,0.2302158273381295,0.14388489208633096,0.8181818181818182,0.4375,0.2,False,0.8501774072647095,1.0,0.9060254355346823,0.18207480592801695,1.0,1.0,16,1417,0.9446666666666667
EXAM_007,0.33093525179856115,0.2877697841726619,0.6875,0.07692307692307693,0.3333333333333333,False,0.8665189146995544,1.0,1.0,0.08140350877192983,1.0,1.0,13,1425,0.95
EXAM_008,0.29166666666666663,0.20833333333333331,0.6666666666666666,0.07692307692307693,0.2857142857142857,False,0.864923357963562,1.0,1.0,0.07977991746905089,1.0,1.0,13,1454,0.9693333333333334
EXAM_009,0.18518518518518517,0.14814814814814817,0.96,0.625,0.16666666666666666,False,0.820960283279419,1.0,1.0,0.06818181818181818,1.0,1.0,16,1496,0.9973333333333333
EXAM_010,0.10666666666666667,0.08,0.6153846153846154,0.8888888888888888,0.2857142857142857,False,0.8522578477859497,1.0,0.5992429307166866,0.149898717083052,0.5,0.0,18,1481,0.9873333333333333
EXAM_011,0.10256410256410255,0.10256410256410255,0.9333333333333333,0.4117647058823529,0.2,False,0.8386821150779724,1.0,0.5,0.06271536871123363,0.3333333333333333,0.0,17,1451,0.9673333333333334
EXAM_013,0.2352941176470588,0.1512605042016807,0.8636363636363636,0.7222222222222222,0.6666666666666666,False,0.845111608505249,1.0,1.0,0.04046639231824417,1.0,1.0,18,1458,0.972
EXAM_014,0.14285714285714285,0.14285714285714285,0.88,0.25,0.16666666666666666,False,0.8390774726867676,0.5,0.7039180890341347,0.045674740484429065,1.0,1.0,16,1445,0.9633333333333334
EXAM_015,0.5,0.5,0.8,0.0,0.0,False,0.8937361240386963,1.0,0.3333333333333333,0.07425742574257425,0.14285714285714285,0.0,19,1414,0.9426666666666667
EXAM_016,0.169811320754717,0.1509433962264151,0.7733333333333333,0.8888888888888888,0.5714285714285714,False,0.8531941771507263,0.5,0.20210734650054757,0.03358992302309307,0.25,0.0,18,1429,0.9526666666666667
EXAM_017,0.14925373134328357,0.14925373134328357,0.9583333333333334,0.3333333333333333,0.14285714285714285,False,0.8404960036277771,1.0,0.6380870592159578,0.08969866853538892,1.0,1.0,18,1427,0.9513333333333334
EXAM_018,0.10606060606060606,0.07575757575757575,0.8627450980392157,0.75,0.2857142857142857,False,0.81477290391922,0.5,0.1480409554829326,0.024798927613941018,0.125,0.0,20,1492,0.9946666666666667
EXAM_019,0.08333333333333334,0.08333333333333334,0.74,0.5,0.14285714285714285,False,0.8110849857330322,1.0,0.5307212739772434,0.16954022988505746,0.5,0.0,14,1392,0.928
EXAM_020,0.0,0.0,1.0,0.0,0.0,False,0.7298708558082581,1.0,0.7724397457735779,0.16120218579234974,1.0,1.0,15,1464,0.976
EXAM_021,0.23853211009174316,0.20183486238532108,0.8875,0.5,0.4,False,0.8615490794181824,1.0,1.0,0.07011572498298162,1.0,1.0,20,1469,0.9793333333333333
EXAM_022,0.4,0.25,0.5833333333333334,0.65,0.42857142857142855,False,0.8873332738876343,0.5,0.15642624200758548,0.051517290049400144,0.14285714285714285,0.0,20,1417,0.9446666666666667
EXAM_023,0.18181818181818182,0.18181818181818182,0.7575757575757576,0.09090909090909091,0.14285714285714285,False,0.795880913734436,0.5,0.3031610197508214,0.04336043360433604,0.25,0.0,22,1476,0.984
