query_id,token_f1,rouge_l,groundedness,context_utilisation,keyword_coverage,abstained,bert_f1,recall,ndcg,gold_density,mrr,hit@1,n_chunks,tokens,budget_fill
EXAM_001,0.16666666666666666,0.16666666666666666,0.42857142857142855,0.0,0.14285714285714285,False,0.8625421524047852,0.0,0.0,0.0,0.0,0.0,6,431,0.862
EXAM_002,0.25,0.1875,0.75,0.3333333333333333,0.14285714285714285,False,0.8746100068092346,0.5,0.44412286644879784,0.14849187935034802,0.5,0.0,6,431,0.862
EXAM_003,0.30769230769230765,0.30769230769230765,0.7272727272727273,0.8,0.2,False,0.8860436677932739,1.0,1.0,0.13895216400911162,1.0,1.0,5,439,0.878
EXAM_004,0.31249999999999994,0.31249999999999994,0.8181818181818182,0.8,0.14285714285714285,False,0.9047620296478271,1.0,0.5,0.23270440251572327,0.3333333333333333,0.0,5,477,0.954
EXAM_005,0.3870967741935484,0.3548387096774194,0.8421052631578947,1.0,0.5,False,0.8550750017166138,1.0,0.6309297535714574,0.16771488469601678,0.5,0.0,5,477,0.954
EXAM_006,0.17543859649122806,0.14035087719298245,0.8333333333333334,0.0,0.2,False,0.8628010749816895,1.0,0.9060254355346823,0.5375,1.0,1.0,4,480,0.96
EXAM_007,0.23703703703703705,0.22222222222222224,0.6304347826086957,0.3333333333333333,0.5,False,0.833510160446167,1.0,1.0,0.29743589743589743,1.0,1.0,3,390,0.78
EXAM_008,0.2222222222222222,0.17777777777777776,0.6666666666666666,0.3333333333333333,0.14285714285714285,False,0.8661558032035828,1.0,1.0,0.3143631436314363,1.0,1.0,3,369,0.738
EXAM_009,0.20408163265306123,0.163265306122449,0.875,1.0,0.16666666666666666,False,0.870505154132843,1.0,1.0,0.204,1.0,1.0,5,500,1.0
EXAM_010,0.12844036697247707,0.12844036697247707,0.5617977528089888,1.0,0.2857142857142857,False,0.8601433634757996,1.0,0.5992429307166866,0.46835443037974683,0.5,0.0,4,474,0.948
EXAM_011,0.25641025641025644,0.15384615384615385,0.7333333333333333,0.8,0.2,False,0.8654093146324158,1.0,0.5,0.18958333333333333,0.3333333333333333,0.0,5,480,0.96
EXAM_013,0.38383838383838387,0.2828282828282828,0.6617647058823529,0.8333333333333334,0.6666666666666666,False,0.8685933947563171,1.0,1.0,0.125531914893617,1.0,1.0,6,470,0.94
EXAM_014,0.10638297872340426,0.0851063829787234,0.5238095238095238,0.6666666666666666,0.16666666666666666,False,0.8158977031707764,0.5,0.7039180890341347,0.13983050847457626,1.0,1.0,6,472,0.944
EXAM_015,0.0,0.0,0.0,0.0,0.0,False,0.8117380142211914,0.0,0.0,0.0,0.0,0.0,6,499,0.998
EXAM_016,0.18840579710144928,0.14492753623188404,0.6635514018691588,1.0,0.42857142857142855,False,0.8451451659202576,0.5,0.20210734650054757,0.1050328227571116,0.25,0.0,5,457,0.914
EXAM_017,0.38888888888888895,0.3333333333333333,0.5517241379310345,0.5,0.14285714285714285,False,0.886311948299408,0.5,0.46927872602275644,0.11135371179039301,1.0,1.0,6,458,0.916
EXAM_018,0.41509433962264153,0.33962264150943394,0.8695652173913043,0.8,0.5714285714285714,False,0.8874806761741638,0.0,0.0,0.0,0.0,0.0,5,400,0.8
EXAM_019,0.0,0.0,0.0,0.0,0.0,True,0.8122440576553345,0.5,0.2960819109658652,0.32338308457711445,0.5,0.0,4,402,0.804
EXAM_020,0.0,0.0,0.0,0.0,0.0,False,0.8326080441474915,1.0,0.7724397457735779,0.49372384937238495,1.0,1.0,4,478,0.956
EXAM_021,0.32558139534883723,0.23255813953488377,1.0,0.375,0.4,False,0.8966126441955566,1.0,1.0,0.20766129032258066,1.0,1.0,8,496,0.992
EXAM_022,0.32,0.16,0.6666666666666666,0.42857142857142855,0.0,False,0.8777480125427246,0.5,0.15642624200758548,0.20054945054945056,0.14285714285714285,0.0,7,364,0.728
EXAM_023,0.3448275862068965,0.13793103448275862,0.5714285714285714,0.3333333333333333,0.14285714285714285,False,0.8767150640487671,0.5,0.3031610197508214,0.15347721822541965,0.25,0.0,6,417,0.834
EXAM_024,0.1935483870967742,0.1935483870967742,0.6666666666666666,0.2,0.6,False,0.8683951497077942,1.0,1.0,0.14186046511627906,1.0,1.0,5,430,0.86
EXAM_025,0.1639344262295082,0.1639344262295082,0.9,0.6,0.16666666666666666,False,0.8402100205421448,1.0,1.0,0.23221757322175732,1.0,1.0,5,478,0.956
EXAM_026,0.12903225806451613,0.12903225806451613,0.6,0.2,0.0,False,0.8436102867126465,1.0,0.4306765580733931,0.16771488469601678,0.25,0.0,5,477,0.954
EXAM_027,0.25,0.2,0.5955056179775281,0.75,0.2857142857142857,False,0.8324989080429077,1.0,0.6309297535714574,0.2595078299776286,0.5,0.0,4,447,0.894
EXAM_028,0.265625,0.1875,0.6770833333333334,1.0,0.42857142857142855,False,0.8352091908454895,1.0,0.6309297535714574,0.2595078299776286,0.5,0.0,4,447,0.894
EXAM_029,0.47619047619047616,0.47619047619047616,0.5333333333333333,0.6666666666666666,0.5,False,0.8538640141487122,1.0,0.6309297535714574,0.3483483483483483,0.5,0.0,3,333,0.666
EXAM_030,0.14285714285714285,0.14285714285714285,0.7,1.0,0.2,False,0.8393415808677673,0.0,0.0,0.0,0.0,0.0,4,469,0.938
