query_id,token_f1,rouge_l,groundedness,context_utilisation,keyword_coverage,abstained,bert_f1,recall,ndcg,gold_density,mrr,hit@1,n_chunks,tokens,budget_fill
EXAM_001,0.06802721088435375,0.054421768707483,1.0,1.0,0.5714285714285714,False,0.819818913936615,1.0,0.413579661665858,0.22222222222222224,1.0,1.0,1,500,1.0
EXAM_002,0.38888888888888895,0.2777777777777778,0.75,0.0,0.2857142857142857,False,0.8839126229286194,1.0,0.53350083705442,0.22222222222222224,1.0,1.0,1,500,1.0
EXAM_003,0.4,0.4,1.0,0.0,0.4,False,0.8897891044616699,1.0,0.38685280723454163,0.14285714285714285,1.0,1.0,1,500,1.0
EXAM_004,0.20689655172413796,0.20689655172413796,1.0,0.0,0.2857142857142857,False,0.8839089274406433,0.0,0.0,0.0,0.0,0.0,1,361,0.722
EXAM_005,0.32432432432432434,0.32432432432432434,0.6923076923076923,0.0,0.5,False,0.8940687775611877,1.0,0.6309297535714574,0.14285714285714285,1.0,1.0,1,500,1.0
EXAM_006,0.20253164556962022,0.12658227848101264,0.6785714285714286,1.0,0.2,False,0.8643312454223633,0.5,0.35195904451706733,0.2,1.0,1.0,1,500,1.0
EXAM_007,0.45945945945945943,0.32432432432432434,0.7741935483870968,0.0,0.5,False,0.870201826095581,1.0,0.5,0.2,1.0,1.0,1,500,1.0
EXAM_008,0.44,0.39999999999999997,0.8235294117647058,0.0,0.42857142857142855,False,0.8714080452919006,1.0,0.5,0.2,1.0,1.0,1,500,1.0
EXAM_009,0.5283018867924527,0.4150943396226416,0.7,0.0,0.16666666666666666,False,0.9082545042037964,1.0,0.4306765580733931,0.14285714285714285,1.0,1.0,1,500,1.0
EXAM_010,0.1702127659574468,0.0851063829787234,0.9259259259259259,1.0,0.14285714285714285,False,0.8442937731742859,0.5,0.7039180890341347,0.125,1.0,1.0,1,487,0.974
EXAM_011,0.1875,0.125,0.75,0.0,0.2,False,0.8535243272781372,0.0,0.0,0.0,0.0,0.0,1,500,1.0
EXAM_013,0.3655913978494624,0.25806451612903225,0.7903225806451613,1.0,0.5,False,0.861163318157196,1.0,0.5,0.125,1.0,1.0,1,500,1.0
EXAM_014,0.45283018867924524,0.3773584905660377,0.4090909090909091,0.0,0.16666666666666666,False,0.8816285729408264,0.0,0.0,0.0,0.0,0.0,1,500,1.0
EXAM_015,0.22222222222222224,0.14814814814814817,0.7692307692307693,0.0,0.0,False,0.8964352607727051,0.0,0.0,0.0,0.0,0.0,1,500,1.0
EXAM_016,0.05714285714285715,0.05714285714285715,1.0,0.0,0.0,False,0.8427535891532898,0.0,0.0,0.0,0.0,0.0,1,500,1.0
EXAM_017,0.32098765432098764,0.19753086419753085,0.8947368421052632,1.0,0.2857142857142857,False,0.8801774978637695,0.5,0.20347796014867164,0.1,1.0,1.0,1,500,1.0
EXAM_018,0.3,0.23333333333333334,0.8666666666666667,1.0,0.14285714285714285,False,0.875720739364624,0.5,0.272312688806029,0.14285714285714285,1.0,1.0,1,500,1.0
EXAM_019,0.15686274509803924,0.1372549019607843,0.5853658536585366,1.0,0.14285714285714285,False,0.8298798203468323,0.5,0.23463936301137822,0.16666666666666666,1.0,1.0,1,500,1.0
EXAM_020,0.2857142857142857,0.2857142857142857,0.36363636363636365,0.0,0.0,False,0.8755091428756714,0.5,0.23463936301137822,0.16666666666666666,1.0,1.0,1,500,1.0
EXAM_021,0.4074074074074074,0.3703703703703704,0.84,0.0,0.4,False,0.9059900045394897,1.0,0.3154648767857287,0.1,1.0,1.0,1,500,1.0
EXAM_022,0.12903225806451615,0.12903225806451615,0.7333333333333333,0.0,0.14285714285714285,False,0.8543030023574829,1.0,0.8854598815714874,0.22222222222222224,1.0,1.0,1,500,1.0
EXAM_023,0.41379310344827586,0.3448275862068965,0.5714285714285714,0.0,0.14285714285714285,False,0.8890804648399353,0.0,0.0,0.0,0.0,0.0,1,500,1.0
EXAM_024,0.15384615384615385,0.15384615384615385,1.0,0.0,0.0,False,0.7993084192276001,1.0,0.38685280723454163,0.14285714285714285,1.0,1.0,1,500,1.0
EXAM_025,0.15625000000000003,0.125,0.9230769230769231,0.0,0.16666666666666666,False,0.8456018567085266,1.0,0.3562071871080222,0.14285714285714285,1.0,1.0,1,500,1.0
EXAM_026,0.4102564102564103,0.4102564102564103,0.5384615384615384,0.0,0.0,False,0.8994616270065308,1.0,0.3333333333333333,0.14285714285714285,1.0,1.0,1,500,1.0
EXAM_027,0.5531914893617021,0.425531914893617,0.25,0.0,0.2857142857142857,False,0.8935593366622925,0.0,0.0,0.0,0.0,0.0,1,500,1.0
EXAM_028,0.4782608695652174,0.391304347826087,0.2857142857142857,0.0,0.2857142857142857,False,0.8932541608810425,0.0,0.0,0.0,0.0,0.0,1,500,1.0
EXAM_029,0.39560439560439564,0.37362637362637363,0.671875,1.0,0.8333333333333334,False,0.8598456978797913,1.0,0.5,0.2,1.0,1.0,1,500,1.0
EXAM_030,0.29457364341085274,0.24806201550387597,0.7525773195876289,1.0,0.2,False,0.8294845819473267,0.5,0.23463936301137822,0.16666666666666666,1.0,1.0,1,500,1.0
