query_id,token_f1,rouge_l,groundedness,context_utilisation,keyword_coverage,abstained,bert_f1,recall,ndcg,gold_density,mrr,hit@1,n_chunks,tokens,budget_fill
EXAM_001,0.30303030303030304,0.30303030303030304,0.8125,0.4444444444444444,0.14285714285714285,False,0.8867772817611694,0.5,0.22206143322439892,0.04996577686516085,0.125,0.0,18,1461,0.974
EXAM_002,0.2631578947368421,0.2105263157894737,0.7142857142857143,0.3,0.42857142857142855,False,0.8689402937889099,1.0,0.5673787056415214,0.09200805910006717,0.5,0.0,20,1489,0.9926666666666667
EXAM_003,0.2222222222222222,0.2222222222222222,0.38095238095238093,0.1111111111111111,0.2,False,0.8517343401908875,1.0,1.0,0.04420289855072464,1.0,1.0,18,1380,0.92
EXAM_004,0.10810810810810811,0.0900900900900901,0.6777777777777778,0.5333333333333333,0.42857142857142855,False,0.820986807346344,1.0,0.5,0.07735191637630662,0.3333333333333333,0.0,15,1435,0.9566666666666667
EXAM_005,0.37209302325581395,0.3488372093023256,0.7580645161290323,0.38461538461538464,0.5,False,0.8135485649108887,1.0,0.6309297535714574,0.05486968449931413,0.5,0.0,13,1458,0.972
EXAM_006,0.2201834862385321,0.12844036697247707,0.4482758620689655,0.3125,0.2,False,0.8556206226348877,1.0,0.9060254355346823,0.18207480592801695,1.0,1.0,16,1417,0.9446666666666667
EXAM_007,0.35714285714285715,0.30357142857142855,0.6956521739130435,0.3076923076923077,0.5,False,0.8121249079704285,1.0,1.0,0.08140350877192983,1.0,1.0,13,1425,0.95
EXAM_008,0.25,0.18750000000000003,0.45161290322580644,0.07692307692307693,0.2857142857142857,False,0.8707690238952637,1.0,1.0,0.07977991746905089,1.0,1.0,13,1454,0.9693333333333334
EXAM_009,0.3823529411764706,0.23529411764705885,0.5714285714285714,0.5625,0.3333333333333333,False,0.8852983713150024,1.0,1.0,0.06818181818181818,1.0,1.0,16,1496,0.9973333333333333
EXAM_010,0.0,0.0,0.25,0.0,0.0,True,0.8443536162376404,1.0,0.5992429307166866,0.149898717083052,0.5,0.0,18,1481,0.9873333333333333
EXAM_011,0.12903225806451613,0.12903225806451613,1.0,0.058823529411764705,0.2,False,0.83921217918396,1.0,0.5,0.06271536871123363,0.3333333333333333,0.0,17,1451,0.9673333333333334
EXAM_013,0.32432432432432434,0.16216216216216217,0.6046511627906976,0.5,0.3333333333333333,False,0.8747562170028687,1.0,1.0,0.04046639231824417,1.0,1.0,18,1458,0.972
EXAM_014,0.10526315789473685,0.0935672514619883,0.45714285714285713,0.625,0.3333333333333333,False,0.8277598023414612,0.5,0.7039180890341347,0.045674740484429065,1.0,1.0,16,1445,0.9633333333333334
EXAM_015,0.37209302325581395,0.37209302325581395,0.7241379310344828,0.42105263157894735,0.0,False,0.8892694115638733,1.0,0.3333333333333333,0.07425742574257425,0.14285714285714285,0.0,19,1414,0.9426666666666667
EXAM_016,0.21621621621621623,0.14864864864864866,0.5213675213675214,0.9444444444444444,0.5714285714285714,False,0.8604971170425415,0.5,0.20210734650054757,0.03358992302309307,0.25,0.0,18,1429,0.9526666666666667
EXAM_017,0.3098591549295775,0.22535211267605632,0.7142857142857143,0.7222222222222222,0.14285714285714285,False,0.8720601201057434,1.0,0.6380870592159578,0.08969866853538892,1.0,1.0,18,1427,0.9513333333333334
