query_id,token_f1,rouge_l,groundedness,context_utilisation,keyword_coverage,abstained,bert_f1,recall,ndcg,gold_density,mrr,hit@1,n_chunks,tokens,budget_fill
EXAM_001,0.0,0.0,1.0,1.0,0.14285714285714285,False,0.8472951650619507,0.0,0.0,0.0,0.0,0.0,5,491,0.982
EXAM_002,0.38888888888888895,0.2777777777777778,0.75,0.4,0.2857142857142857,False,0.8839126229286194,0.5,0.7039180890341347,0.13136456211812628,1.0,1.0,5,491,0.982
EXAM_003,0.0,0.0,1.0,0.5,0.0,False,0.7986105680465698,1.0,1.0,0.12348178137651822,1.0,1.0,2,494,0.988
EXAM_004,0.3,0.25,0.9473684210526315,0.0,0.2857142857142857,False,0.8706601858139038,0.0,0.0,0.0,0.0,0.0,1,433,0.866
EXAM_005,0.631578947368421,0.5263157894736842,0.7142857142857143,1.0,0.3333333333333333,False,0.9134054780006409,1.0,1.0,1.0,1.0,1.0,1,80,0.16
EXAM_006,0.2571428571428572,0.2,0.5789473684210527,1.0,0.4,False,0.8563587665557861,0.5,0.7039180890341347,0.6480446927374302,1.0,1.0,2,179,0.358
EXAM_007,0.4742268041237113,0.3711340206185567,0.6851851851851852,0.6666666666666666,0.5,False,0.8844394683837891,1.0,1.0,0.27358490566037735,1.0,1.0,3,424,0.848
EXAM_008,0.411764705882353,0.23529411764705885,0.6,1.0,0.5714285714285714,False,0.8768314719200134,1.0,1.0,1.0,1.0,1.0,1,116,0.232
EXAM_009,0.5,0.4230769230769231,0.6842105263157895,1.0,0.16666666666666666,False,0.9100347757339478,1.0,1.0,0.25684210526315787,1.0,1.0,3,475,0.95
EXAM_010,0.0625,0.0625,0.9166666666666666,0.5,0.0,False,0.8498646020889282,0.0,0.0,0.0,0.0,0.0,2,326,0.652
EXAM_011,0.18181818181818182,0.12121212121212122,1.0,0.3333333333333333,0.2,False,0.8609239459037781,1.0,0.4306765580733931,0.19298245614035087,0.5,0.0,3,399,0.798
EXAM_013,0.32989690721649484,0.2474226804123712,0.6818181818181818,1.0,0.3333333333333333,False,0.8568364977836609,1.0,0.6309297535714574,0.08249496981891348,1.0,1.0,2,497,0.994
EXAM_014,0.3492063492063492,0.28571428571428575,0.375,0.25,0.5,False,0.8655622005462646,0.5,0.7039180890341347,0.16296296296296298,1.0,1.0,4,405,0.81
EXAM_015,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.0,0.0,False,0.9206361174583435,1.0,0.5,0.25,1.0,1.0,1,399,0.798
EXAM_016,0.2777777777777778,0.19444444444444445,0.9024390243902439,1.0,0.42857142857142855,False,0.8584941029548645,0.0,0.0,0.0,0.0,0.0,1,459,0.918
EXAM_017,0.1754385964912281,0.14035087719298245,0.9285714285714286,0.5,0.14285714285714285,False,0.8596321940422058,0.5,0.46927872602275644,0.21794871794871795,1.0,1.0,2,234,0.468
EXAM_018,0.25,0.25,0.7,0.0,0.2857142857142857,False,0.8790941834449768,0.5,0.272312688806029,0.19999999999999998,1.0,1.0,1,414,0.828
EXAM_019,0.11475409836065575,0.0819672131147541,0.6078431372549019,0.6666666666666666,0.14285714285714285,False,0.8205828666687012,1.0,0.7724397457735779,0.5061728395061729,1.0,1.0,3,486,0.972
EXAM_020,0.33333333333333337,0.2222222222222222,0.15789473684210525,0.6666666666666666,0.14285714285714285,False,0.8809435367584229,1.0,0.9134015924715543,0.5234042553191489,1.0,1.0,3,470,0.94
EXAM_021,0.37735849056603776,0.37735849056603776,1.0,0.75,0.4,False,0.9007296562194824,1.0,1.0,0.2689295039164491,1.0,1.0,4,383,0.766
EXAM_022,0.19047619047619047,0.19047619047619047,0.6,0.2,0.14285714285714285,False,0.8443579077720642,0.5,0.15642624200758548,0.09047619047619047,0.2,0.0,5,420,0.84
EXAM_023,0.4705882352941177,0.4117647058823529,0.8333333333333334,0.6666666666666666,0.14285714285714285,False,0.9117842316627502,0.5,0.35195904451706733,0.12977867203219315,0.3333333333333333,0.0,6,497,0.994
EXAM_024,0.07692307692307693,0.07692307692307693,1.0,0.25,0.0,False,0.8233435153961182,1.0,1.0,0.19614147909967847,1.0,1.0,4,311,0.622
EXAM_025,0.31884057971014496,0.2608695652173913,1.0,0.6,0.16666666666666666,False,0.8507945537567139,1.0,1.0,0.2928759894459103,1.0,1.0,5,379,0.758
EXAM_026,0.25,0.25,0.5,0.0,0.0,False,0.8452937602996826,0.0,0.0,0.0,0.0,0.0,2,172,0.344
EXAM_027,0.4324324324324324,0.3513513513513513,0.32558139534883723,0.5,0.42857142857142855,False,0.8832836151123047,1.0,1.0,0.5110132158590308,1.0,1.0,2,227,0.454
EXAM_028,0.4470588235294118,0.35294117647058826,0.49056603773584906,0.5,0.5714285714285714,False,0.8726602792739868,1.0,1.0,0.24217118997912318,1.0,1.0,2,479,0.958
EXAM_029,0.4848484848484849,0.3636363636363637,0.5897435897435898,0.3333333333333333,0.8333333333333334,False,0.8805535435676575,1.0,0.5,0.24421052631578946,0.5,0.0,3,475,0.95
EXAM_030,0.27868852459016397,0.27868852459016397,0.8444444444444444,1.0,0.0,False,0.8160181045532227,0.0,0.0,0.0,0.0,0.0,2,469,0.938
